Frequency,Nominal,Min,Max
0.8,4.4671847412678646e-8,4.431527017987895e-8,4.502893173508099e-8
0.8186343938246033,4.466834368127305e-8,4.431030378800955e-8,4.502690524192168e-8
0.8377028384407197,4.466467411728665e-8,4.4305103819131346e-8,4.5024781499118645e-8
0.8572154441900852,4.466083083634055e-8,4.429965931026186e-8,4.50225557546036e-8
0.877182556914548,4.465680557571956e-8,4.4293958785913656e-8,4.502022301597849e-8
0.8976147634415708,4.465258967587456e-8,4.428799023431465e-8,4.5017778037597525e-8
0.9185228971975062,4.464817406098662e-8,4.428174108253983e-8,4.501521530688564e-8
0.9399180439516236,4.4643549218541976e-8,4.4275198170505424e-8,4.501252902984174e-8
0.9618115476939303,4.4638705177863613e-8,4.4268347723775033e-8,4.5009713115671675e-8
0.9842150166499052,4.46336314875424e-8,4.4261175325123976e-8,4.500676116049156e-8
1.0071403294353336,4.4628317191706776e-8,4.425366588480696e-8,4.5003666430037724e-8
1.0305996413545069,4.462275080506621e-8,4.42458036094709e-8,4.500042184131425e-8
1.0546053908451254,4.4616920286660225e-8,4.4237571969652336e-8,4.4997019943103476e-8
1.0791703060733226,4.461081301223901e-8,4.422895366579676e-8,4.499345289525972e-8
1.1043074116823075,4.4604415745198825e-8,4.421993059273333e-8,4.498971244669918e-8
1.130030035698203,4.4597714605988554e-8,4.42104838025367e-8,4.498578991199262e-8
1.1563518165967415,4.459069503989971e-8,4.420059346570371e-8,4.498167614645932e-8
1.1832867105345652,4.458334178314586e-8,4.419023883056989e-8,4.497736151965347e-8
1.2108489987489657,4.4575638827130365e-8,4.41793981808873e-8,4.497283588712376e-8
1.2390532951299842,4.456756938079638e-8,4.416804879148146e-8,4.4968088560318685e-8
1.2679145539688899,4.455911583094428e-8,4.415616688190159e-8,4.496310827449832e-8
1.297448077887143,4.455025970039369e-8,4.4143727567974095e-8,4.49578831545022e-8
1.3276695259500473,4.454098160386066e-8,4.413070481116581e-8,4.495240067821053e-8
1.3585949219693942,4.453126120140861e-8,4.411707136565736e-8,4.4946647637521315e-8
1.390240662999499,4.452107714932444e-8,4.41027987230246e-8,4.4940610096652316e-8
1.4226235280311368,4.4510407048258604e-8,4.4087857054419076e-8,4.493427334755917e-8
1.4557606868879853,4.449922738845727e-8,4.407221515013422e-8,4.4927621862243706e-8
1.4896697093302924,4.44875134919019e-8,4.405584035643797e-8,4.492063924170758e-8
1.5243685743705961,4.447523945115835e-8,4.403869850954659e-8,4.491330816128414e-8
1.5598756798064346,4.4462378064722356e-8,4.402075386660758e-8,4.490561031205939e-8
1.596209851975102,4.444890076863285e-8,4.4001969033553694e-8,4.4897526338067e-8
1.6333903557356217,4.4434777564107524e-8,4.398230488968113e-8,4.488903576891593e-8
1.6714369046832298,4.44199769409361e-8,4.39617205087987e-8,4.4880116947478435e-8
1.7103696716017838,4.4404465796346666e-8,4.394017307678512e-8,4.487074695223458e-8
1.75020929915964,4.438820934903949e-8,4.391761780538264e-8,4.486090151383382e-8
1.7909769108546696,4.4371171048057915e-8,4.389400784204619e-8,4.4850554925396133e-8
1.8326941222142161,4.435331247614206e-8,4.3869294175655616e-8,4.483967994603343e-8
1.8753830522559354,4.43345932471824e-8,4.38434255378879e-8,4.482824769702665e-8
1.91906633521559,4.431497089736168e-8,4.381634830003425e-8,4.4816227550045844e-8
1.9637671325480217,4.4294400769541246e-8,4.3788006365033226e-8,4.480358700674595e-8
2.0095091452076614,4.427283589041424e-8,4.375834105447792e-8,4.4790291569015673e-8
2.0563166262150885,4.425022683991064e-8,4.372729099033953e-8,4.4776304599092925e-8
2.104214393516303,4.422652161230074e-8,4.3694791971134535e-8,4.476158716869505e-8
2.1532278431415297,4.420166546840058e-8,4.366077684224454e-8,4.4746097896239365e-8
2.2033829626705304,4.4175600778239124e-8,4.3625175360081344e-8,4.472979277115281e-8
2.2547063450115603,4.414826685349849e-8,4.3587914049769166e-8,4.471262496418661e-8
2.307225202501282,4.411959976898895e-8,4.3548916055997733e-8,4.469454462256436e-8
2.3609673813331056,4.408953217236677e-8,4.350810098667776e-8,4.467549864869759e-8
2.4159613763216097,4.405799308124829e-8,4.346538474900952e-8,4.465543046110428e-8
2.472236346010869,4.4024907666815033e-8,4.3420679377554457e-8,4.4634279736061104e-8
2.5298221281347,4.399019702294673e-8,4.337389285387547e-8,4.4611982128410615e-8
2.5887492554370226,4.3953777919856965e-8,4.332492891729332e-8,4.458846896983211e-8
2.6490489718607253,4.391556254114646e-8,4.32736868662828e-8,4.4563666942765604e-8
2.710753249113617,4.3875458203128494e-8,4.32200613500167e-8,4.4537497728061856e-8
2.7738948036202493,4.3833367055222016e-8,4.316394214954714e-8,4.45098776243093e-8
2.8385071138685998,4.378918576015535e-8,4.3105213948103214e-8,4.448071713667108e-8
2.904624438160807,4.37428051526726e-8,4.3043756089977034e-8,4.4449920532952275e-8
2.972281832777376,4.3694109875396665e-8,4.2979442327470765e-8,4.441738536450918e-8
3.041515170564485,4.3642977990474865e-8,4.291214055538805e-8,4.4383001949521146e-8
3.11236115995424,4.3589280565619834e-8,4.284171253257607e-8,4.434665281606617e-8
3.184857364427973,4.3532881233169835e-8,4.276801359006367e-8,4.430821210239295e-8
3.259042222432897,4.347363572082722e-8,4.26908923253993e-8,4.426754491176126e-8
3.334955067762678,4.341139135280593e-8,4.26101902828775e-8,4.422450661924719e-8
3.412636150412736,4.334598652023204e-8,4.252574161945591e-8,4.417894212799047e-8
3.492126657921322,4.327725011980914e-8,4.243737275631806e-8,4.413068507251024e-8
3.573468737207699,4.3205000959992595e-8,4.2344902016234434e-8,4.407955696695236e-8
3.656705516918994,4.3129047134229755e-8,4.224813924712627e-8,4.40253662964793e-8
3.741881130297579,4.304918536123127e-8,4.2146885432556075e-8,4.396790755048932e-8
3.8290407385811003,4.2965200292762326e-8,4.204093229026312e-8,4.3906960196994166e-8
3.918230554947563,4.2876863790103645e-8,4.193006186035085e-8,4.384228759831735e-8
4.009497869018172,4.27839341711542e-8,4.181404608532771e-8,4.377363586934046e-8
4.102891071930912,4.2686155431159115e-8,4.169264638492274e-8,4.370073268086745e-8
4.198459681998174,4.258325644127811e-8,4.15656132294603e-8,4.3623286012338754e-8
4.296254370962015,4.247495013069473e-8,4.1432685716606126e-8,4.354098286016753e-8
4.396326990860989,4.2360932659742286e-8,4.129359115751047e-8,4.3453487910443685e-8
4.498730601522785,4.224088259362355e-8,4.114804467979547e-8,4.336044218772039e-8
4.603519498697247,4.2114460088771253e-8,4.0995748856487434e-8,4.326146169512627e-8
4.710749242844703,4.198130610676753e-8,4.0836393371898576e-8,4.31561360651995e-8
4.820476688594853,4.1841041674053474e-8,4.0669654737640536e-8,4.3044027245676834e-8
4.932760014891849,4.169326720943948e-8,4.0484805900836926e-8,4.292466825004773e-8
5.047658755841537,4.153756194569599e-8,4.027384312638408e-8,4.279756200903667e-8
5.165233832277235,4.137348347626781e-8,4.005342096561832e-8,4.2669430857379284e-8
5.285547584060759,4.120056746339687e-8,3.9823158147222435e-8,4.255849119460173e-8
5.408663803135845,4.101832754961957e-8,3.958266561008367e-8,4.243971302479555e-8
5.5346477673514825,4.082625552064331e-8,3.9331547768238815e-8,4.2312509634839424e-8
5.6635662750730935,4.062382177388259e-8,3.9069404064301825e-8,4.217625506220635e-8
5.79548768059991,4.041047615326229e-8,3.8795830846532196e-8,4.203028314134751e-8
5.930481930407329,4.018564921702887e-8,3.8510423605574e-8,4.187388694867206e-8
6.068620600233459,3.9948754010915664e-8,3.8212779606857965e-8,4.1706318753679175e-8
6.209976933029522,3.9699188423667025e-8,3.7902500953442604e-8,4.152679059830969e-8
6.3546258777942395,3.943633820511901e-8,3.757919811137532e-8,4.133447564079226e-8
6.502644129312781,3.915958072813882e-8,3.7242493925157805e-8,4.112851041333157e-8
6.654110168821354,3.8868289574025074e-8,3.6892028144276134e-8,4.090799815383917e-8
6.809104305618997,3.856184001566435e-8,3.652746247268563e-8,4.067201337918691e-8
6.9677087196486305,3.82396154629681e-8,3.6148486141345774e-8,4.041960786953665e-8
7.130007505069949,3.790101492001179e-8,3.5754821989167025e-8,4.014981822827733e-8
7.296086714847262,3.754546148204885e-8,3.534623301995771e-8,3.986167516789599e-8
7.466034406375912,3.7172411872500176e-8,3.492252938218512e-8,3.9554214646542386e-8
7.639940688171471,3.678136698469026e-8,3.448357569483384e-8,3.922649094100228e-8
7.8178977676464685,3.637188335045335e-8,3.402929861682911e-8,3.887759168745523e-8
7.999999999999982,3.594358540819963e-8,3.355969453014957e-8,3.850665485052941e-8
8.186343938246015,3.549617838768838e-8,3.30748371789344e-8,3.811288749347857e-8
8.377028384407177,3.502946156941609e-8,3.257488507995359e-8,3.769558611881517e-8
8.572154441900832,3.4543341615833623e-8,3.206008849539783e-8,3.725415823213342e-8
8.77182556914546,3.4037845613018745e-8,3.153079573892544e-8,3.678814465683722e-8
8.976147634415685,3.35131334091524e-8,3.098745857227116e-8,3.629724200087869e-8
9.18522897197504,3.296950879493185e-8,3.043063644447676e-8,3.578132455734039e-8
9.399180439516213,3.2407429045880686e-8,2.9860999330762754e-8,3.5240464819409144e-8
9.618115476939279,3.182751234216565e-8,2.9279328944689042e-8,3.4674951718677563e-8
9.842150166499026,3.123054260205818e-8,2.868651812644304e-8,3.408530566542076e-8
10.071403294353312,3.0617471313351795e-8,2.8083568251996878e-8,3.3472289490798484e-8
10.305996413545044,2.998941602380497e-8,2.747158456174835e-8,3.2836914471183396e-8
10.546053908451228,2.9347655255705762e-8,2.6851769371391512e-8,3.218044075698845e-8
10.791703060733198,2.8693619737141596e-8,2.6225413199488572e-8,3.150437172986644e-8
11.043074116823046,2.8028879987235588e-8,2.559388392202236e-8,3.0810442064184634e-8
11.300300356982001,2.7355130446078243e-8,2.4958614139963686e-8,3.01005995563931e-8
11.563518165967386,2.6674170492450337e-8,2.4321087017131835e-8,2.9376981089420973e-8
11.832867105345624,2.5987882833193904e-8,2.368282090794583e-8,2.8641883395486286e-8
12.108489987489628,2.529820986716409e-8,2.30453531440817e-8,2.7897729545922686e-8
12.390532951299813,2.4607128715462857e-8,2.2410223382386617e-8,2.714703230908607e-8
12.679145539688868,2.3916625661868972e-8,2.1778956931572293e-8,2.6392355660027554e-8
12.9744807788714,2.3228670759804786e-8,2.1153048471419002e-8,2.5636275787982744e-8
13.276695259500443,2.254519333488906e-8,2.053394655601643e-8,2.4881342927177348e-8
13.58594921969391,2.1868059048392382e-8,1.9923039253765468e-8,2.4130045238139187e-8
13.902406629994958,2.1199049092748247e-8,1.9321641224350272e-8,2.3384775802610974e-8
14.226235280311336,2.0539841973685145e-8,1.8730982470326672e-8,2.264780358226551e-8
14.55760686887982,1.9891998203619434e-8,1.8152198932445228e-8,2.1921248949454396e-8
14.89669709330289,1.9256948096920737e-8,1.75863250274859e-8,2.120706414725832e-8
15.243685743705926,1.8635982728057075e-8,1.7034288159107117e-8,2.050701879448534e-8
15.59875679806431,1.803024799560761e-8,1.6496905169341247e-8,1.9822690333983e-8
15.962098519750983,1.744074163405901e-8,1.5974880643512053e-8,1.9155459140413055e-8
16.33390355735618,1.686831293456456e-8,1.5468806936283593e-8,1.850650786264753e-8
16.71436904683226,1.631366487690261e-8,1.497916575221167e-8,1.7876824478066916e-8
17.1036967160178,1.577735833747471e-8,1.4506331090715244e-8,1.7267208479563418e-8
17.502092991596363,1.525981802072061e-8,1.4050573352305046e-8,1.667827959657919e-8
17.90976910854666,1.4761339761207467e-8,1.3612064399175483e-8,1.6110488462933572e-8
18.326941222142125,1.428209885770767e-8,1.3190883367501316e-8,1.5564128679601272e-8
18.753830522559316,1.3822159125417739e-8,1.2787023039403767e-8,1.5039349773028772e-8
19.19066335215586,1.3381482384762184e-8,1.240039659792271e-8,1.4536170612559437e-8
19.637671325480177,1.2959938141918683e-8,1.2030844606874664e-8,1.4054996194736904e-8
20.095091452076574,1.2557313254662052e-8,1.1673174645220211e-8,1.3600260840628481e-8
20.56316626215084,1.2173321415210522e-8,1.1331776107491583e-8,1.3165464734700812e-8
